Date,Close/Last,Volume,Open,High,Low
03/17/2022,$139.47,6816024,$137.44,$139.47,$136.56
03/16/2022,$138.14,10638740,$135.65,$138.98,$134.94
03/15/2022,$134.2,9834809,$129.74,$134.56,$129.51
03/14/2022,$129.03,9971526,$130.98,$133.07,$128.38
03/11/2022,$131.75,7058388,$135.08,$136.16,$131.57
03/10/2022,$133.64,8447238,$132.36,$134.2,$131.62
03/09/2022,$133.65,14673080,$135.49,$135.5,$133.36
03/08/2022,$131.75,16552010,$133.02,$135.485,$129.29
03/07/2022,$133.5,14549670,$140.28,$140.89,$133.44
03/04/2022,$140.72,12925360,$144.01,$144.26,$139.55
03/03/2022,$145.57,8048440,$147.31,$148.65,$144.45
03/02/2022,$147.34,7851027,$146.31,$148.465,$145.92
03/01/2022,$145.7,8943991,$147.86,$148.146,$143.779
02/28/2022,$148.46,10834720,$147.83,$149.48,$146.46
02/25/2022,$149.53,10149520,$149.56,$150.28,$147.22
02/24/2022,$149.4,12475490,$140,$149.57,$140
02/23/2022,$145.87,9300697,$149.5,$149.74,$145.5
02/22/2022,$148.09,12227210,$150.19,$150.79,$147.61
02/18/2022,$151.36,10785500,$152.91,$153.6755,$150.05
02/17/2022,$152.95,8110299,$154.69,$155.3612,$152.61
02/16/2022,$156.35,10656350,$154.98,$156.73,$153.75
02/15/2022,$154.72,12730920,$153.54,$154.85,$152.51
02/14/2022,$150.85,14694680,$149.37,$153.73,$149.21
02/11/2022,$149.47,17975210,$153.54,$154.69,$148.56
02/10/2022,$152.16,42500320,$156.02,$157.5,$151.11
02/09/2022,$147.23,22877400,$144.37,$147.355,$143.25
02/08/2022,$142.48,9231697,$141.79,$142.8879,$140.74
02/07/2022,$142.51,10937520,$143.39,$144.09,$141.61
02/04/2022,$142.02,8061075,$140.04,$143.19,$139.53
02/03/2022,$140.03,9820585,$140,$142.04,$139.25
02/02/2022,$142.62,9529884,$144.19,$144.59,$141.38
02/01/2022,$144.49,8573340,$143.02,$144.69,$142.25
01/31/2022,$142.97,10185500,$138.86,$143.15,$138.47
01/28/2022,$138.63,10011670,$135.21,$138.69,$133.56
01/27/2022,$135.42,11913900,$135.07,$137.91,$134.02
01/26/2022,$133.6,14569920,$137.707,$138.2,$132.26
01/25/2022,$136.51,14694410,$135.29,$137.75,$132.38
01/24/2022,$137.46,31523850,$134.82,$137.68,$129.26
01/21/2022,$137.38,34491850,$141.23,$141.87,$136.6319
01/20/2022,$147.62,11760370,$150.905,$152.66,$147.15
01/19/2022,$150.11,10413250,$150.84,$152.86,$149.955
01/18/2022,$152.27,10425770,$151.11,$153.13,$149.83
01/14/2022,$151.94,16831960,$152.35,$152.62,$148.415
01/13/2022,$155.44,9680583,$157.7,$158.53,$155.17
01/12/2022,$157.8,6995649,$158.5,$158.99,$156.33
01/11/2022,$157.89,8042556,$156.62,$158.22,$155.9455
01/10/2022,$156.6,8672855,$157.98,$158.27,$154.65
01/07/2022,$157.83,9554622,$156.9,$159.3,$156.29
01/06/2022,$156.9,11095330,$156.24,$157.77,$153.6791
01/05/2022,$155.19,12272100,$156.52,$159.38,$155.1
01/04/2022,$155.73,16582040,$158.59,$160.32,$155.55
01/03/2022,$156.76,10228260,$155.83,$157.56,$155.36
12/31/2021,$154.89,6410235,$155.87,$156.57,$154.74
12/30/2021,$155.93,7228438,$155.71,$157.07,$155.515
12/29/2021,$154.87,8737004,$154.56,$155.92,$154.18
12/28/2021,$155.2,12198680,$152.62,$156.5,$152.41
12/27/2021,$152.8,7765470,$152.88,$154.02,$151.4
12/23/2021,$153.63,6572351,$152.32,$154.1899,$151.93
12/22/2021,$151.88,7820439,$150.42,$152.2,$149.87
12/21/2021,$151.05,10781410,$147.56,$151.425,$147.39
12/20/2021,$146.47,11201920,$146.98,$147.73,$145.08
12/17/2021,$148.76,13878800,$148.51,$149.84,$146.57
12/16/2021,$148.75,11145620,$151.35,$152.06,$148.58
12/15/2021,$150.4,12231480,$148.76,$150.92,$147.35
12/14/2021,$149.1,10872030,$149.26,$151.62,$148.52
12/13/2021,$150.43,10195820,$152.12,$152.5,$149.29
12/10/2021,$152.71,10247890,$153.58,$154.66,$151.45
12/09/2021,$152.94,11862330,$152.27,$154.29,$151.7
12/08/2021,$153.34,12886260,$150.91,$153.655,$150.56
12/07/2021,$150.81,14661070,$151.84,$152.76,$149.72
12/06/2021,$150.37,14333930,$147.28,$150.7399,$146.67
12/03/2021,$146.22,14975620,$147.81,$148.315,$144.32
12/02/2021,$147.2,18177710,$142.84,$147.65,$142.77
12/01/2021,$142.15,16503230,$146.7,$148.37,$142.04
11/30/2021,$144.9,26011110,$146.72,$147.28,$143.11
11/29/2021,$147.81,21231320,$148.81,$149.3,$144.25
11/26/2021,$148.11,12027680,$146.8,$148.85,$145.85
11/24/2021,$151.34,14123740,$150.69,$151.41,$148.8
11/23/2021,$151.03,17382890,$153.84,$154.25,$150.19
11/22/2021,$154.16,12790410,$153.225,$155.8232,$152.57
11/19/2021,$154,16776490,$155.02,$155.21,$152.77
11/18/2021,$155.58,14487740,$157.09,$157.3,$153.71
11/17/2021,$157.33,14695530,$158.73,$158.89,$156.75
11/16/2021,$158.83,15516160,$159.06,$160.24,$158.55
11/15/2021,$158.43,21285350,$160.09,$160.72,$157.66
11/12/2021,$159.63,25638370,$163.52,$163.61,$158.93
11/11/2021,$162.11,62366500,$162.89,$163.96,$158.33
11/10/2021,$174.45,11045830,$174.69,$176.87,$173.87
11/09/2021,$175.11,7293301,$176.95,$177.1198,$173.21
11/08/2021,$176.87,10584590,$178.69,$179.25,$176.1018
11/05/2021,$175.63,16859180,$173.5,$176.99,$172.33
11/04/2021,$170.28,7505507,$170.03,$170.42,$168.67
11/03/2021,$170.08,6829310,$169.7,$170.19,$168.37
11/02/2021,$169.83,6777230,$170.03,$170.85,$168.98
11/01/2021,$170.19,8182898,$169.21,$171.25,$169.09
10/29/2021,$169.07,7598849,$169.02,$170.4599,$168.15
10/28/2021,$169.68,7884519,$169.48,$170.35,$168.6
10/27/2021,$169.55,7054716,$171.77,$172.04,$169.43
10/26/2021,$172.04,5850210,$172.95,$173.115,$170.71
10/25/2021,$172.01,9798688,$169.9,$172.57,$169.025
10/22/2021,$169.42,7854323,$170.57,$170.8,$168.6
10/21/2021,$171.34,7508956,$170.2,$172.5,$170.1
10/20/2021,$170.55,9737626,$170.97,$171.02,$169.88
10/19/2021,$171.18,9669482,$171.44,$171.58,$170.18
10/18/2021,$171.14,20494790,$172.36,$173.34,$169.8
10/15/2021,$176.46,13943890,$175.69,$178.89,$174.1
10/14/2021,$174.41,7453306,$174.07,$176.02,$174
10/13/2021,$172.96,8918152,$173.63,$173.7,$170.94
10/12/2021,$173.13,5188380,$173.62,$174.49,$172.545
10/11/2021,$173.52,8046270,$176.02,$176.52,$173.48
10/08/2021,$176.74,4132182,$177.93,$178.6,$176.4029
10/07/2021,$177.71,7779997,$177.7,$179.63,$177.33
10/06/2021,$175.48,6005169,$173,$175.71,$171.5501
10/05/2021,$174.61,6798224,$173.83,$176.24,$173.61
10/04/2021,$173.46,7200589,$175.56,$175.96,$172.665
10/01/2021,$176.01,12165020,$172.28,$177.32,$171.97
09/30/2021,$169.17,13977980,$173.1,$173.68,$169.1
09/29/2021,$172.68,6240771,$174.25,$174.96,$172.59
09/28/2021,$174.52,9133118,$177.75,$178,$173.86
09/27/2021,$178.26,7754953,$176.63,$179.4502,$175.96
09/24/2021,$176,5712778,$175.3,$176.7,$175.0772
09/23/2021,$176.25,8052869,$174.94,$177.19,$174.37
09/22/2021,$173.65,14214530,$172.94,$175.341,$171.66
09/21/2021,$171.17,23216030,$180.32,$182.23,$169.03
09/20/2021,$178.61,8056648,$179.74,$180.88,$176.55
09/17/2021,$183.47,10039200,$182.91,$185.9,$182.73
09/16/2021,$183.34,5678224,$183.97,$184.64,$182.12
09/15/2021,$184.41,5933400,$182.06,$184.66,$181.103
09/14/2021,$182.4,6185890,$184.96,$185.13,$182.15
09/13/2021,$184.98,6818241,$185.115,$185.8,$183.5
09/10/2021,$184.12,5572248,$186.36,$187.1,$184.01
09/09/2021,$185.91,7190666,$185.15,$187.5799,$184.57
09/08/2021,$185.15,8633959,$184.34,$187.46,$183.92
09/07/2021,$184.34,10705000,$181.02,$185.55,$180.05
09/03/2021,$181,6848827,$181.82,$181.82,$179.13
09/02/2021,$181.86,6497070,$184.16,$185.3,$181.55
09/01/2021,$183.48,7302824,$181.96,$184.21,$181.78
08/31/2021,$181.3,8620017,$179.25,$182.98,$178.53
08/30/2021,$179.98,6421287,$180.5,$181.39,$178.87
08/27/2021,$180.14,8696960,$176.28,$180.54,$176.28
08/26/2021,$176.56,4563000,$178.34,$178.94,$176.34
08/25/2021,$178.31,4842077,$178.16,$178.59,$176.88
08/24/2021,$178.47,5886947,$177.92,$180.08,$177.76
08/23/2021,$177.66,7395878,$177.08,$178.31,$175.9101
08/20/2021,$175.12,6239617,$173,$175.21,$172.65
08/19/2021,$173.25,8478606,$174,$174.68,$172.56
08/18/2021,$174.74,7063511,$175.9,$176.7925,$174.5
08/17/2021,$175.83,8534526,$177.15,$178.45,$174.9232
08/16/2021,$179.09,8755051,$180.505,$180.59,$176.51
08/13/2021,$181.08,32504620,$186.29,$187.5799,$180.88
08/12/2021,$179.29,11266420,$178.09,$179.72,$176.45
08/11/2021,$178.09,5359894,$177.36,$178.49,$176.51
08/10/2021,$177.07,5184959,$176.25,$177.4,$175.58
08/09/2021,$176.72,5338969,$177,$177.31,$175.062
08/06/2021,$177.13,5505241,$177.43,$178.81,$176.63
08/05/2021,$176.71,8864174,$172.49,$177.12,$172.49
08/04/2021,$172.58,5665827,$172.5,$173.25,$171.34
08/03/2021,$172.99,9931347,$176.02,$176.13,$170.92
08/02/2021,$175.55,5847175,$177.22,$178.82,$175.31
07/30/2021,$176.02,6813443,$177.53,$179.2,$175.14
07/29/2021,$178.35,6209059,$179.81,$181.42,$178.27
07/28/2021,$179.1,5926934,$179.69,$180.35,$177.55
07/27/2021,$179.5,6684123,$178.25,$179.56,$176.565
07/26/2021,$178.74,5641039,$175.62,$178.78,$175.34
07/23/2021,$176.14,5126271,$175.66,$176.5,$174.03
07/22/2021,$175.13,5713745,$176.7,$176.72,$173.9
07/21/2021,$176.89,6302229,$176.5,$177.9,$175.32
07/20/2021,$176.75,8372402,$173.7,$177.51,$172.87
07/19/2021,$172.95,14651780,$175.71,$176.4799,$172.16
07/16/2021,$179.31,8348797,$184.94,$185.29,$178.92
07/15/2021,$184.15,7866968,$183.45,$185.42,$183.05
07/14/2021,$183.42,8787307,$185.2,$186.29,$182.08
07/13/2021,$183.65,12534550,$184.09,$185.67,$181.8401
07/12/2021,$184.38,21835510,$177.71,$184.99,$177.37
07/09/2021,$177.04,7873266,$174.7,$177.518,$173.93
07/08/2021,$172.8,6960105,$170.18,$173.75,$169.81
07/07/2021,$172.82,6757282,$172.86,$174.32,$171.99
07/06/2021,$173.69,11557860,$176.76,$177,$172.22
07/02/2021,$177.11,11102750,$177.86,$178.36,$174.62
07/01/2021,$177.26,5887078,$175.35,$177.6,$174.6
06/30/2021,$175.77,7481883,$173.89,$175.98,$173.34
06/29/2021,$173.93,13498290,$176.64,$177.02,$173.8
06/28/2021,$176.57,9881440,$178.5,$178.66,$174.99
06/25/2021,$178.35,7431816,$178.83,$179.09,$177.485
06/24/2021,$177.93,7549422,$176.13,$178.24,$175.78
06/23/2021,$175.33,9174184,$173.62,$175.45,$172.94
06/22/2021,$173.5,8097070,$174.37,$174.7,$172.35
06/21/2021,$173.97,9196930,$172.13,$174.26,$171.3124
06/18/2021,$172.42,12357540,$173.14,$173.86,$172.115
06/17/2021,$174.65,8905994,$174.59,$176.26,$173.84
06/16/2021,$174.66,8335986,$176.01,$176.26,$173.55
06/15/2021,$175.86,7894959,$178.18,$178.7,$175.6233
06/14/2021,$178.18,10169970,$177.65,$178.87,$176.9
06/11/2021,$177.38,5476308,$177.45,$178.49,$176.81
06/10/2021,$176.57,5252999,$176.44,$177.61,$175.55
06/09/2021,$176.04,5082352,$176.31,$177.33,$175.88
06/08/2021,$176.33,5356212,$175.97,$177.1199,$175.192
06/07/2021,$176.99,5178102,$177.97,$178.07,$176.4
06/04/2021,$177.18,6343364,$175.93,$177.52,$175.61
06/03/2021,$176.24,5583852,$176.268,$176.97,$175.4155
06/02/2021,$177,7851747,$179.04,$179.1,$176.93
06/01/2021,$178.84,7475585,$180.18,$181.01,$178.74
05/28/2021,$178.65,7130259,$179.51,$180.14,$178.08
05/27/2021,$179.04,13567830,$177.2,$179.59,$176.79
05/26/2021,$176.47,8086203,$176.62,$177.9,$176.2
05/25/2021,$176.17,8089738,$175.6,$177.45,$175.4
05/24/2021,$174.31,7346737,$172.45,$175.11,$171.75
05/21/2021,$172.4,8105719,$172.22,$173.1185,$171.52
