Date,Close/Last,Volume,Open,High,Low
11/24/2021,$163.74,3309539,$165.088,$165.5,$162.58
11/23/2021,$165.25,3878130,$163.56,$165.72,$163.3079
11/22/2021,$164.15,4157558,$163.203,$166.8,$163.18
11/19/2021,$163.81,5247738,$164.5,$165.0269,$163.44
11/18/2021,$163.42,3498885,$162.81,$163.52,$161.7501
11/17/2021,$163.37,3332233,$162.62,$163.671,$162.08
11/16/2021,$163.31,2899366,$164.27,$164.99,$163.23
11/15/2021,$163.8,3357116,$162.51,$163.88,$162.49
11/12/2021,$162.65,3540986,$163.01,$163.93,$162.08
11/11/2021,$162.69,2453158,$163.97,$163.98,$162.55
11/10/2021,$164.04,2683478,$164.74,$165,$163.025
11/09/2021,$163.51,3778818,$162.31,$163.86,$162
11/08/2021,$162.43,5766611,$165.81,$166.1,$161.1546
11/05/2021,$166,3754297,$165.55,$166.43,$164.52
11/04/2021,$164.31,3310257,$164.22,$164.56,$163.35
11/03/2021,$164.3,3595043,$162.15,$164.39,$162.15
11/02/2021,$162.74,3464557,$161.55,$162.81,$160.94
11/01/2021,$161.26,3017085,$161.2,$161.5,$160.18
10/29/2021,$161.6,4558172,$161.03,$162.26,$160.905
10/28/2021,$161.62,3589576,$160.85,$161.73,$160.465
10/27/2021,$160.61,3751840,$161.75,$161.84,$159.56
10/26/2021,$161.17,3684748,$159.17,$161.4,$159.1
10/25/2021,$159.22,3281194,$159.95,$159.95,$158.79
10/22/2021,$159.97,3240314,$159.58,$160.47,$159.47
10/21/2021,$159.18,4164717,$161.39,$161.43,$158.98
10/20/2021,$161.31,3716590,$160.58,$161.88,$159.68
10/19/2021,$160.1,3125832,$158.64,$160.16,$157.54
10/18/2021,$158.09,3274249,$158.202,$158.7,$156.8
10/15/2021,$158.81,4312982,$159.66,$159.66,$157.51
10/14/2021,$159.26,3677272,$158.62,$159.49,$158.61
10/13/2021,$157.99,3601013,$157.46,$158.05,$156.02
10/12/2021,$156.93,3195707,$156.22,$157.85,$156.21
10/11/2021,$156.24,2738194,$156.39,$157.23,$155.66
10/08/2021,$156.03,4186222,$156.57,$156.71,$155.49
10/07/2021,$156.39,4605134,$155.52,$157.75,$155.52
10/06/2021,$154.96,5499234,$150.84,$155.16,$149.96
10/05/2021,$151.09,6103136,$151.358,$152.39,$150.07
10/04/2021,$150.2,5404863,$150.88,$153,$149.48
10/01/2021,$150.95,4274300,$151.35,$151.61,$149.52
09/30/2021,$150.41,4950798,$153.22,$153.43,$150.37
09/29/2021,$152.3,3326568,$151.34,$153.17,$150.69
09/28/2021,$151.05,5911130,$152.37,$152.5,$150.1
09/27/2021,$152.72,4482063,$153.8,$154.15,$152.39
09/24/2021,$154.2,2366160,$153.75,$154.62,$153.55
09/23/2021,$154.13,2712534,$153.69,$154.93,$153.54
09/22/2021,$154.01,3001270,$154.62,$155.09,$153.45
09/21/2021,$153.54,4479924,$154.61,$156.12,$152.97
09/20/2021,$153.61,5484616,$153.9,$154.95,$152.42
09/17/2021,$154.13,8127397,$155.23,$155.5,$153.83
09/16/2021,$155.56,4589993,$155.39,$156.12,$153.805
09/15/2021,$156.02,3702573,$155.22,$156.38,$154.78
09/14/2021,$155.15,2808919,$156.38,$156.67,$154.82
09/13/2021,$155.76,3367464,$155.94,$157.4,$155.39
09/10/2021,$155.46,3851531,$155.98,$156.25,$155.01
09/09/2021,$155.73,3560737,$156.88,$156.97,$155.4
09/08/2021,$156.72,3199076,$154.66,$156.75,$154.3
09/07/2021,$154.53,4610142,$156.48,$156.76,$153.68
09/03/2021,$157.09,2035082,$156.2,$157.42,$155.9
09/02/2021,$156.95,2862535,$156.79,$157.29,$155.87
09/01/2021,$157.91,4231369,$156.84,$158.19,$156.51
08/31/2021,$156.39,5291405,$156.09,$156.47,$155.34
08/30/2021,$156,2540619,$155.18,$156.17,$155.01
08/27/2021,$154.94,4166498,$154.84,$155.41,$154.21
08/26/2021,$154.63,3220727,$155.51,$155.67,$154.09
08/25/2021,$155.2,3346864,$155.36,$155.67,$154.16
08/24/2021,$155.89,3760779,$157.75,$157.75,$155.68
08/23/2021,$157.85,3102117,$157.83,$158.52,$157.3244
08/20/2021,$158.35,3484313,$158.93,$159.63,$158.25
08/19/2021,$158.91,4745624,$155.82,$159.42,$155.78
08/18/2021,$156.28,3419286,$157.68,$158.2,$156.2
08/17/2021,$157.9,3736382,$157.909,$158.45,$157.24
08/16/2021,$158.05,3224020,$156.93,$158.12,$156.7301
08/13/2021,$156.52,2113883,$155.1,$156.67,$154.9
08/12/2021,$155.07,1958683,$155.23,$155.3,$154.6
08/11/2021,$155.04,3058025,$154.71,$156.02,$154.47
08/10/2021,$154.43,2670440,$154.31,$155.31,$153.81
08/09/2021,$154.35,2636653,$154.64,$154.79,$153.71
08/06/2021,$154.33,3430902,$153.77,$154.76,$153.64
08/05/2021,$154.31,3733574,$154.98,$155.19,$153.87
08/04/2021,$154.05,4846333,$156.19,$156.66,$153.87
08/03/2021,$156.67,3359870,$157,$157.15,$156.31
08/02/2021,$156.32,3426099,$157,$157.11,$155.51
07/30/2021,$156.95,3757332,$157.37,$157.6,$156.62
07/29/2021,$156.81,3055728,$157.23,$157.43,$156.2
07/28/2021,$156.49,3556918,$157.6,$157.96,$155.909
07/27/2021,$157.94,4043897,$157.31,$158.66,$157.03
07/26/2021,$157.07,2999895,$156.79,$157.47,$156.03
07/23/2021,$157.18,3588671,$155.56,$157.79,$155.24
07/22/2021,$155.19,3333589,$155.19,$155.76,$153.972
07/21/2021,$155.24,4906123,$155.3,$156.12,$154.575
07/20/2021,$155.82,5213868,$156.2,$157.33,$155.56
07/19/2021,$155.8,5750370,$155.99,$157.54,$154.76
07/16/2021,$155.82,5852919,$155.68,$156.835,$155.11
07/15/2021,$155.25,4920713,$154.07,$155.36,$153.26
07/14/2021,$154.54,6390323,$152.89,$155.14,$152.8
07/13/2021,$152.96,8750828,$151.15,$153.9116,$150.75
07/12/2021,$149.51,4873671,$149.49,$149.795,$148.78
07/09/2021,$149.48,4088587,$149.41,$150.31,$149.17
07/08/2021,$149.86,4215959,$149.42,$150.67,$149.19
07/07/2021,$149.79,4224975,$149.29,$150.695,$149
07/06/2021,$149.13,4313848,$149.07,$149.415,$147.77
07/02/2021,$148.91,3835526,$148.9,$149.78,$148.56
07/01/2021,$148.2,3997616,$148.08,$149.08,$147.935
06/30/2021,$148.17,4943688,$147.43,$148.31,$147.2
06/29/2021,$146.94,3197991,$147.445,$147.7,$146.4
06/28/2021,$147.04,4282905,$146.76,$147.5901,$146.62
06/25/2021,$146.41,6387907,$145.76,$146.79,$145.239
06/24/2021,$145.67,3818927,$144.86,$145.94,$144.61
06/23/2021,$144.85,3901698,$146.06,$146.125,$144.83
06/22/2021,$146.78,3517987,$146.73,$147.5032,$146.285
06/21/2021,$146.56,4904511,$145.753,$146.74,$145.45
06/18/2021,$145.42,10661670,$147.98,$147.98,$145.23
06/17/2021,$148.52,5316467,$147.25,$149,$146.91
06/16/2021,$147.1,5492088,$148.86,$149.27,$146.75
06/15/2021,$148.58,4256583,$148.9,$149.17,$148.075
06/14/2021,$148.57,3831939,$147.47,$148.63,$146.79
06/11/2021,$147.69,4364644,$148.05,$148.12,$146.79
06/10/2021,$147.6,4698243,$146.31,$148.015,$146.13
06/09/2021,$146.1,4007976,$147.25,$147.59,$146.02
06/08/2021,$146.37,5997199,$147.7,$147.87,$145.915
06/07/2021,$147.75,4724137,$147.76,$148.2499,$146.71
06/04/2021,$147.84,4427418,$148,$148.59,$147.47
06/03/2021,$147.67,4651603,$146.71,$147.76,$146.16
06/02/2021,$148.22,4546892,$148.2,$148.53,$147.23
06/01/2021,$147.63,5530380,$148.78,$148.85,$147.09
05/28/2021,$147.94,4913671,$147.41,$148.5,$147.235
05/27/2021,$146.51,9203638,$148.56,$148.77,$146.44
05/26/2021,$148.3,4462626,$147.91,$148.67,$147.68
05/25/2021,$148.3,4649319,$147.85,$148.37,$147.01
05/24/2021,$147.85,3627758,$147.64,$148.35,$147.01
05/21/2021,$147.1,5194240,$147.873,$148.31,$146.52
